cover file;cover sha1;stego file;stego sha1;stego tool;stego embed;stego key;embed hash;embed hash out;stego file content;extracted data;stegdetect;stegbreak;stegoveritas/diff red_plane;stegoveritas/diff green_plane;stegoveritas/diff blue_plane;stegoveritas/diff Edge-enhance;stegoveritas/diff Edge-enhance_More;stegoveritas/diff Find_Edges;stegoveritas/diff GaussianBlur;stegoveritas/diff inverted;stegoveritas/diff Max;stegoveritas/diff Median;stegoveritas/diff Min;stegoveritas/diff Mode;stegoveritas/diff Sharpen;stegoveritas/diff Smooth;file/data type;exiftool/file size;exiftool/camera;exiftool/mime type;exiftool/jfif version;exiftool/encoding;exiftool/color components;exiftool/resolution;exiftool/megapixels;binwalk/data type;binwalk/jfif version;strings/header;foremost/extracted data length;foremost/extracted data hash;imagemagick/diff image;imagemagick/format;imagemagick/min;imagemagick/max;imagemagick/mean;imagemagick/standard deviation;imagemagick/kurtosis;imagemagick/skewness;imagemagick/entropy
/data/coverData/_uh-IMG_20211001_204614266.jpg;5915ee89f64eb679643647bfc2553de93c261dc2;/data/out-stego-attrib/_uh-IMG_20211001_204614266/original.jpg;5915ee89f64eb679643647bfc2553de93c261dc2;-;-;-;-;-;ok;ok;negative;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;ERROR;4.5 MB;moto x4;image/jpeg;;Baseline DCT/ Huffman coding;3;4032x3024;12.2;JPEG image data;EXIF standard 12 0xC TIFF image data;Exif motorola moto x4 payton-user 9 PPWS29.69-37-5 63ca8 release-keys 2021:10:01 20:46:14 0220 0100 d2021:10:01 20:46:14 2021:10:01 20:46:14 ;4 MB (4679877 bytes);5915ee89f64eb679643647bfc2553de93c261dc2;255 (1);JPEG (Joint Photographic Experts Group JFIF format) thumbnail;0 (0);255 (1);91.3823 (0.358362);75.8575 (0.29748);-0.279934;0.886207;0.931679
/data/coverData/_uh-IMG_20211001_204614266.jpg;5915ee89f64eb679643647bfc2553de93c261dc2;/data/out-stego-attrib/_uh-IMG_20211001_204614266/jsteg/shortEbd-noKey.jpg;21166c08d207e3dd91c0ff871794410456f71312;jsteg;shortEbd;noKey;7648cf24a314672c5e708249f170706324d060e7;7648cf24a314672c5e708249f170706324d060e7;ok;ok;negative;Loaded 1 files...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;JPEG image data;1485 kB;;image/jpeg;;Baseline DCT/ Huffman coding;3;4032x3024;12.2;;; $.' " # (7) 01444 '9=82<.342 !22222222222222222222222222222222222222222222222222 $3br %&'()*456789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz  #3R &'()*56789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz ?3UU ;1 MB (1520608 bytes);-;19.2189 (0.0753682);JPEG (Joint Photographic Experts Group JFIF format);0 (0);255 (1);91.3853 (0.358374);75.854 (0.297467);-0.279862;0.886167;0.93177
/data/coverData/_uh-IMG_20211001_204614266.jpg;5915ee89f64eb679643647bfc2553de93c261dc2;/data/out-stego-attrib/_uh-IMG_20211001_204614266/jsteg/middleEbd-noKey.jpg;b9eff1be48022e280fdd0a9b17d4de2cac386ff7;jsteg;middleEbd;noKey;787820e2c9c728e307b925648eacd22d85acdc36;787820e2c9c728e307b925648eacd22d85acdc36;ok;ok;negative;Loaded 1 files...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;JPEG image data;1485 kB;;image/jpeg;;Baseline DCT/ Huffman coding;3;4032x3024;12.2;;; $.' " # (7) 01444 '9=82<.342 !22222222222222222222222222222222222222222222222222 $3br %&'()*456789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz  #3R &'()*56789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz ?3UU ;1 MB (1520614 bytes);-;19.1998 (0.0752933);JPEG (Joint Photographic Experts Group JFIF format);0 (0);255 (1);91.3853 (0.358374);75.8541 (0.297467);-0.279868;0.886164;0.93177
/data/coverData/_uh-IMG_20211001_204614266.jpg;5915ee89f64eb679643647bfc2553de93c261dc2;/data/out-stego-attrib/_uh-IMG_20211001_204614266/jsteg/longEbd-noKey.jpg;2972985dbecbac5fad95eeb576519314e48de38a;jsteg;longEbd;noKey;ce3a186609bceb6c79a9184dcdcc3e7851fdebde;ce3a186609bceb6c79a9184dcdcc3e7851fdebde;ok;ok;negative;Loaded 1 files...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;JPEG image data;1485 kB;;image/jpeg;;Baseline DCT/ Huffman coding;3;4032x3024;12.2;;; $.' " # (7) 01444 '9=82<.342 !22222222222222222222222222222222222222222222222222 $3br %&'()*456789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz  #3R &'()*56789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz ?3UU ;1 MB (1520637 bytes);-;19.0502 (0.0747065);JPEG (Joint Photographic Experts Group JFIF format);0 (0);255 (1);91.3848 (0.358372);75.8547 (0.297469);-0.279938;0.886117;0.931767
/data/coverData/_uh-IMG_20211001_204614266.jpg;5915ee89f64eb679643647bfc2553de93c261dc2;/data/out-stego-attrib/_uh-IMG_20211001_204614266/jsteg/lowEntropyEbd-noKey.jpg;aea3ff2810d44db158e6536c47ef8f22ae0d690c;jsteg;lowEntropyEbd;noKey;6b07672d0c71136de528fb719c6768784ebe5879;6b07672d0c71136de528fb719c6768784ebe5879;ok;ok;negative;Loaded 1 files...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;JPEG image data;1485 kB;;image/jpeg;;Baseline DCT/ Huffman coding;3;4032x3024;12.2;;; $.' " # (7) 01444 '9=82<.342 !22222222222222222222222222222222222222222222222222 $3br %&'()*456789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz  #3R &'()*56789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz ?3UU ;1 MB (1520590 bytes);-;19.0833 (0.0748364);JPEG (Joint Photographic Experts Group JFIF format);0 (0);255 (1);91.3855 (0.358374);75.8487 (0.297446);-0.27971;0.886184;0.931797
/data/coverData/_uh-IMG_20211001_204614266.jpg;5915ee89f64eb679643647bfc2553de93c261dc2;/data/out-stego-attrib/_uh-IMG_20211001_204614266/jsteg/binaryEbd-noKey.jpg;a8f8f28241df513bacb9e6e1a108e5d641d06454;jsteg;binaryEbd;noKey;21ed4cf4f811051407d1db438a3501932801d069;21ed4cf4f811051407d1db438a3501932801d069;ok;ok;negative;Loaded 1 files...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;JPEG image data;1485 kB;;image/jpeg;;Baseline DCT/ Huffman coding;3;4032x3024;12.2;;; $.' " # (7) 01444 '9=82<.342 !22222222222222222222222222222222222222222222222222 $3br %&'()*456789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz  #3R &'()*56789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz ?3UU ;1 MB (1520542 bytes);-;19.1081 (0.0749336);JPEG (Joint Photographic Experts Group JFIF format);0 (0);255 (1);91.3861 (0.358377);75.8431 (0.297424);-0.2795;0.88624;0.931828
/data/coverData/_uh-IMG_20211001_204614266.jpg;5915ee89f64eb679643647bfc2553de93c261dc2;/data/out-stego-attrib/_uh-IMG_20211001_204614266/outguess/shortEbd-noKey.jpg;31b31636298279327d98f6c987c74d3ccde8413f;outguess;shortEbd;noKey;7648cf24a314672c5e708249f170706324d060e7;7648cf24a314672c5e708249f170706324d060e7;ok;ok;negative;Loaded 1 files...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;JPEG image data;1483 kB;;image/jpeg;1.01;Baseline DCT/ Huffman coding;3;4032x3024;12.2;JPEG image data;JFIF standard 1.01;JFIF  $.' " # (7) 01444 '9=82<.342 !22222222222222222222222222222222222222222222222222 $3br %&'()*456789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz  #3R &'()*56789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz ;1 MB (1518923 bytes);31b31636298279327d98f6c987c74d3ccde8413f;17.6853 (0.069354);JPEG (Joint Photographic Experts Group JFIF format);0 (0);255 (1);91.4244 (0.358527);75.7824 (0.297186);-0.282394;0.886494;0.934134
/data/coverData/_uh-IMG_20211001_204614266.jpg;5915ee89f64eb679643647bfc2553de93c261dc2;/data/out-stego-attrib/_uh-IMG_20211001_204614266/outguess/middleEbd-noKey.jpg;da39a3ee5e6b4b0d3255bfef95601890afd80709;outguess;middleEbd;noKey;787820e2c9c728e307b925648eacd22d85acdc36;da39a3ee5e6b4b0d3255bfef95601890afd80709;empty;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
/data/coverData/_uh-IMG_20211001_204614266.jpg;5915ee89f64eb679643647bfc2553de93c261dc2;/data/out-stego-attrib/_uh-IMG_20211001_204614266/outguess/longEbd-noKey.jpg;da39a3ee5e6b4b0d3255bfef95601890afd80709;outguess;longEbd;noKey;ce3a186609bceb6c79a9184dcdcc3e7851fdebde;da39a3ee5e6b4b0d3255bfef95601890afd80709;empty;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
/data/coverData/_uh-IMG_20211001_204614266.jpg;5915ee89f64eb679643647bfc2553de93c261dc2;/data/out-stego-attrib/_uh-IMG_20211001_204614266/outguess/lowEntropyEbd-noKey.jpg;da39a3ee5e6b4b0d3255bfef95601890afd80709;outguess;lowEntropyEbd;noKey;6b07672d0c71136de528fb719c6768784ebe5879;da39a3ee5e6b4b0d3255bfef95601890afd80709;empty;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
/data/coverData/_uh-IMG_20211001_204614266.jpg;5915ee89f64eb679643647bfc2553de93c261dc2;/data/out-stego-attrib/_uh-IMG_20211001_204614266/outguess/binaryEbd-noKey.jpg;da39a3ee5e6b4b0d3255bfef95601890afd80709;outguess;binaryEbd;noKey;21ed4cf4f811051407d1db438a3501932801d069;da39a3ee5e6b4b0d3255bfef95601890afd80709;empty;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
/data/coverData/_uh-IMG_20211001_204614266.jpg;5915ee89f64eb679643647bfc2553de93c261dc2;/data/out-stego-attrib/_uh-IMG_20211001_204614266/outguess/shortEbd-shortKey.jpg;90eb2830819d8aff1721ff79af4d0e16a6c14123;outguess;shortEbd;shortKey;7648cf24a314672c5e708249f170706324d060e7;7648cf24a314672c5e708249f170706324d060e7;ok;ok;negative;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;JPEG image data;1483 kB;;image/jpeg;1.01;Baseline DCT/ Huffman coding;3;4032x3024;12.2;JPEG image data;JFIF standard 1.01;JFIF  $.' " # (7) 01444 '9=82<.342 !22222222222222222222222222222222222222222222222222 $3br %&'()*456789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz  #3R &'()*56789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz ;1 MB (1518928 bytes);90eb2830819d8aff1721ff79af4d0e16a6c14123;17.6811 (0.0693376);JPEG (Joint Photographic Experts Group JFIF format);0 (0);255 (1);91.4244 (0.358527);75.7823 (0.297186);-0.28239;0.886494;0.934133
