cover file;cover sha1;stego file;stego sha1;stego tool;stego embed;stego key;embed hash;embed hash out;stego file content;extracted data;stegdetect;stegbreak;stegoveritas/diff red_plane;stegoveritas/diff green_plane;stegoveritas/diff blue_plane;stegoveritas/diff Edge-enhance;stegoveritas/diff Edge-enhance_More;stegoveritas/diff Find_Edges;stegoveritas/diff GaussianBlur;stegoveritas/diff inverted;stegoveritas/diff Max;stegoveritas/diff Median;stegoveritas/diff Min;stegoveritas/diff Mode;stegoveritas/diff Sharpen;stegoveritas/diff Smooth;file/data type;exiftool/file size;exiftool/camera;exiftool/mime type;exiftool/jfif version;exiftool/encoding;exiftool/color components;exiftool/resolution;exiftool/megapixels;binwalk/data type;binwalk/jfif version;strings/header;foremost/extracted data length;foremost/extracted data hash;imagemagick/diff image;imagemagick/format;imagemagick/min;imagemagick/max;imagemagick/mean;imagemagick/standard deviation;imagemagick/kurtosis;imagemagick/skewness;imagemagick/entropy
/data/coverData/_bows2-3125.jpg;7bbd21b2ed30e966bba6db2a3110c69ca607f258;/data/out-stego-attrib/_bows2-3125/original.jpg;7bbd21b2ed30e966bba6db2a3110c69ca607f258;-;-;-;-;-;ok;ok;negative;-;255 (1);255 (1);255 (1);255 (1);255 (1);255 (1);255 (1);255 (1);255 (1);255 (1);255 (1);255 (1);255 (1);255 (1);JPEG image data;111 kB;;image/jpeg;1.01;Baseline DCT/ Huffman coding;3;512x512;0.262;JPEG image data;JFIF standard 1.01;JFIF $3br %&'()*456789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz  #3R &'()*56789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz N`O'h=wc B/N[ <g## ?Np= ;111 KB (113844 bytes);7bbd21b2ed30e966bba6db2a3110c69ca607f258;255 (1);JPEG (Joint Photographic Experts Group JFIF format);18 (0.0705882);255 (1);158.765 (0.622609);42.0988 (0.165093);-1.25044;-0.180526;0.869039
/data/coverData/_bows2-3125.jpg;7bbd21b2ed30e966bba6db2a3110c69ca607f258;/data/out-stego-attrib/_bows2-3125/jsteg/shortEbd-noKey.jpg;6aaacd357485e9034200dbba06b93b8f7730ee9b;jsteg;shortEbd;noKey;7648cf24a314672c5e708249f170706324d060e7;7648cf24a314672c5e708249f170706324d060e7;ok;ok;negative;stegbreak-fix: break_jsteg_prepare: bad size in bits 21530 Processed 0 files found 0 embeddings. Time: 0 seconds: Cracks: 0 -nan c/s;75.887 (0.297596);75.887 (0.297596);75.887 (0.297596);21.2798 (0.0834503);16.2313 (0.063652);97.4995 (0.382351);172.46 (0.676315);75.887 (0.297596);70.4892 (0.276428);108.716 (0.426338);68.4046 (0.268253);82.0182 (0.32164);45.8378 (0.179756);113.088 (0.443481);JPEG image data;21 kB;;image/jpeg;;Baseline DCT/ Huffman coding;3;512x512;0.262;;; $.' " # (7) 01444 '9=82<.342 !22222222222222222222222222222222222222222222222222 $3br %&'()*456789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz  #3R &'()*56789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz )qE- ;21 KB (21780 bytes);-;77.5017 (0.303928);JPEG (Joint Photographic Experts Group JFIF format);14 (0.054902);255 (1);158.773 (0.622641);42.1045 (0.165116);-1.24613;-0.181352;0.867268
/data/coverData/_bows2-3125.jpg;7bbd21b2ed30e966bba6db2a3110c69ca607f258;/data/out-stego-attrib/_bows2-3125/jsteg/middleEbd-noKey.jpg;832cdced06bb6e194a77060dada326d5e8456984;jsteg;middleEbd;noKey;787820e2c9c728e307b925648eacd22d85acdc36;da39a3ee5e6b4b0d3255bfef95601890afd80709;ok;empty;jphide(***);Premature end of JPEG file stegbreak-fix: break_jsteg_prepare: bad size in bits 20332 Processed 0 files found 0 embeddings. Time: 0 seconds: Cracks: 0 -nan c/s;-;-;-;-;-;-;-;-;-;-;-;-;-;-;JPEG image data;20 kB;;image/jpeg;;Baseline DCT/ Huffman coding;3;512x512;0.262;;; $.' " # (7) 01444 '9=82<.342 !22222222222222222222222222222222222222222222222222 $3br %&'()*456789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz  #3R &'()*56789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz )qE- ;20 KB (20480 bytes);-;72.7347 (0.285234);JPEG (Joint Photographic Experts Group JFIF format);10 (0.0392157);255 (1);157.014 (0.615742);42.4809 (0.166592);-1.31106;-0.0693896;0.862984
/data/coverData/_bows2-3125.jpg;7bbd21b2ed30e966bba6db2a3110c69ca607f258;/data/out-stego-attrib/_bows2-3125/jsteg/longEbd-noKey.jpg;4c4de24c5fd5ffafe9c08e8b2f24086fa9677f7c;jsteg;longEbd;noKey;ce3a186609bceb6c79a9184dcdcc3e7851fdebde;da39a3ee5e6b4b0d3255bfef95601890afd80709;ok;empty;jphide(**);Premature end of JPEG file stegbreak-fix: break_jsteg_prepare: bad size in bits 20274 Processed 0 files found 0 embeddings. Time: 0 seconds: Cracks: 0 -nan c/s;-;-;-;-;-;-;-;-;-;-;-;-;-;-;JPEG image data;20 kB;;image/jpeg;;Baseline DCT/ Huffman coding;3;512x512;0.262;;; $.' " # (7) 01444 '9=82<.342 !22222222222222222222222222222222222222222222222222 $3br %&'()*456789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz  #3R &'()*56789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz )qE- ;20 KB (20480 bytes);-;72.6168 (0.284772);JPEG (Joint Photographic Experts Group JFIF format);9 (0.0352941);255 (1);157.014 (0.615742);42.4764 (0.166574);-1.31177;-0.0694896;0.859614
/data/coverData/_bows2-3125.jpg;7bbd21b2ed30e966bba6db2a3110c69ca607f258;/data/out-stego-attrib/_bows2-3125/jsteg/lowEntropyEbd-noKey.jpg;03c0dabc3e4486aad3ea9d6e13f6bfb89686675e;jsteg;lowEntropyEbd;noKey;6b07672d0c71136de528fb719c6768784ebe5879;da39a3ee5e6b4b0d3255bfef95601890afd80709;ok;empty;negative;Premature end of JPEG file stegbreak-fix: break_jsteg_prepare: bad size in bits 20272 Processed 0 files found 0 embeddings. Time: 0 seconds: Cracks: 0 -nan c/s;-;-;-;-;-;-;-;-;-;-;-;-;-;-;JPEG image data;20 kB;;image/jpeg;;Baseline DCT/ Huffman coding;3;512x512;0.262;;; $.' " # (7) 01444 '9=82<.342 !22222222222222222222222222222222222222222222222222 $3br %&'()*456789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz  #3R &'()*56789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz )qE- ;20 KB (20480 bytes);-;73.5059 (0.288258);JPEG (Joint Photographic Experts Group JFIF format);5 (0.0196078);255 (1);157.014 (0.615742);42.4338 (0.166407);-1.31591;-0.0713559;0.860548
/data/coverData/_bows2-3125.jpg;7bbd21b2ed30e966bba6db2a3110c69ca607f258;/data/out-stego-attrib/_bows2-3125/jsteg/binaryEbd-noKey.jpg;15fbccfd7bad4ad26e8964447f8ee16ce10e1027;jsteg;binaryEbd;noKey;21ed4cf4f811051407d1db438a3501932801d069;da39a3ee5e6b4b0d3255bfef95601890afd80709;ok;empty;negative;Premature end of JPEG file stegbreak-fix: break_jsteg_prepare: bad size in bits 20212 Processed 0 files found 0 embeddings. Time: 0 seconds: Cracks: 0 -nan c/s;-;-;-;-;-;-;-;-;-;-;-;-;-;-;JPEG image data;20 kB;;image/jpeg;;Baseline DCT/ Huffman coding;3;512x512;0.262;;; $.' " # (7) 01444 '9=82<.342 !22222222222222222222222222222222222222222222222222 $3br %&'()*456789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz  #3R &'()*56789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz )qE- ;20 KB (20480 bytes);-;74.033 (0.290325);JPEG (Joint Photographic Experts Group JFIF format);14 (0.054902);255 (1);157.015 (0.615747);42.3972 (0.166264);-1.3191;-0.0725444;0.862162
/data/coverData/_bows2-3125.jpg;7bbd21b2ed30e966bba6db2a3110c69ca607f258;/data/out-stego-attrib/_bows2-3125/outguess/shortEbd-noKey.jpg;0eb44f21ba3aa1286726ac9a0b884a691f583e8d;outguess;shortEbd;noKey;7648cf24a314672c5e708249f170706324d060e7;7648cf24a314672c5e708249f170706324d060e7;ok;ok;negative;Loaded 1 files...;75.3646 (0.295547);75.3646 (0.295547);75.3646 (0.295547);21.1388 (0.0828972);16.1642 (0.0633888);97.2933 (0.381542);170.059 (0.666897);75.3646 (0.295547);70.2275 (0.275402);107.597 (0.421947);68.1809 (0.267376);81.2721 (0.318714);45.653 (0.179031);111.798 (0.438423);JPEG image data;21 kB;;image/jpeg;1.01;Baseline DCT/ Huffman coding;3;512x512;0.262;JPEG image data;JFIF standard 1.01;JFIF  $.' " # (7) 01444 '9=82<.342 !22222222222222222222222222222222222222222222222222 $3br %&'()*456789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz  #3R &'()*56789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz ;21 KB (21820 bytes);0eb44f21ba3aa1286726ac9a0b884a691f583e8d;76.9395 (0.301724);JPEG (Joint Photographic Experts Group JFIF format);14 (0.054902);255 (1);158.774 (0.622645);42.1052 (0.165119);-1.2459;-0.181501;0.869356
/data/coverData/_bows2-3125.jpg;7bbd21b2ed30e966bba6db2a3110c69ca607f258;/data/out-stego-attrib/_bows2-3125/outguess/middleEbd-noKey.jpg;da39a3ee5e6b4b0d3255bfef95601890afd80709;outguess;middleEbd;noKey;787820e2c9c728e307b925648eacd22d85acdc36;da39a3ee5e6b4b0d3255bfef95601890afd80709;empty;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
/data/coverData/_bows2-3125.jpg;7bbd21b2ed30e966bba6db2a3110c69ca607f258;/data/out-stego-attrib/_bows2-3125/outguess/longEbd-noKey.jpg;da39a3ee5e6b4b0d3255bfef95601890afd80709;outguess;longEbd;noKey;ce3a186609bceb6c79a9184dcdcc3e7851fdebde;da39a3ee5e6b4b0d3255bfef95601890afd80709;empty;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
/data/coverData/_bows2-3125.jpg;7bbd21b2ed30e966bba6db2a3110c69ca607f258;/data/out-stego-attrib/_bows2-3125/outguess/lowEntropyEbd-noKey.jpg;da39a3ee5e6b4b0d3255bfef95601890afd80709;outguess;lowEntropyEbd;noKey;6b07672d0c71136de528fb719c6768784ebe5879;da39a3ee5e6b4b0d3255bfef95601890afd80709;empty;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
