file;filesize;entropy
_bows2-1074.jpg;59596;0.958862
_bows2-107.jpg;36359;0.906842
_bows2-1097.jpg;56556;0.941768
_bows2-1116.jpg;83284;0.974701
_bows2-1149.jpg;71313;0.963556
_bows2-1186.jpg;13682;0.816565
_bows2-1189.jpg;15102;0.844209
_bows2-1230.jpg;58250;0.816975
_bows2-1233.jpg;85124;0.959282
_bows2-1261.jpg;71401;0.965912
_bows2-1303.jpg;40166;0.897351
_bows2-1370.jpg;27545;0.914271
_bows2-1392.jpg;45287;0.880783
_bows2-13.jpg;42224;0.939373
_bows2-1426.jpg;45643;0.911695
_bows2-1434.jpg;46749;0.891997
_bows2-1445.jpg;31264;0.898269
_bows2-148.jpg;39358;0.906561
_bows2-150.jpg;38794;0.949363
_bows2-1576.jpg;23522;0.94503
_bows2-1612.jpg;53954;0.941621
_bows2-162.jpg;24832;0.95061
_bows2-1647.jpg;23379;0.856747
_bows2-166.jpg;24063;0.733753
_bows2-1696.jpg;32023;0.782119
_bows2-172.jpg;18616;0.823117
_bows2-1802.jpg;22348;0.651914
_bows2-1811.jpg;25947;0.726006
_bows2-1899.jpg;33425;0.874763
_bows2-1925.jpg;56127;0.929688
_bows2-1939.jpg;22671;0.67936
_bows2-1951.jpg;31462;0.886256
_bows2-2000.jpg;35643;0.907165
_bows2-2034.jpg;30510;0.911989
_bows2-203.jpg;42404;0.907152
_bows2-2073.jpg;23601;0.867469
_bows2-2082.jpg;43121;0.957832
_bows2-2134.jpg;46103;0.878553
_bows2-2138.jpg;49089;0.946932
_bows2-2153.jpg;48453;0.965912
_bows2-2158.jpg;73272;0.954629
_bows2-2215.jpg;60342;0.905789
_bows2-2230.jpg;55014;0.949396
_bows2-2239.jpg;51465;0.874719
_bows2-225.jpg;36918;0.878384
_bows2-2335.jpg;21178;0.785235
_bows2-233.jpg;34454;0.918564
_bows2-2380.jpg;44480;0.944242
_bows2-2393.jpg;37969;0.88807
_bows2-2420.jpg;17877;0.656024
_bows2-2447.jpg;18096;0.785622
_bows2-2487.jpg;37187;0.893767
_bows2-250.jpg;28474;0.875952
_bows2-2520.jpg;41188;0.964267
_bows2-2540.jpg;47411;0.965836
_bows2-2546.jpg;30765;0.800233
_bows2-2558.jpg;33965;0.932769
_bows2-2585.jpg;50999;0.867943
_bows2-2624.jpg;26523;0.825148
_bows2-262.jpg;81709;0.959741
_bows2-2653.jpg;47925;0.922541
_bows2-2671.jpg;12173;0.642402
_bows2-2740.jpg;42106;0.821637
_bows2-2775.jpg;41450;0.879941
_bows2-2786.jpg;42653;0.82661
_bows2-27.jpg;28580;0.914002
_bows2-2810.jpg;62886;0.954077
_bows2-2841.jpg;59945;0.962926
_bows2-2872.jpg;16414;0.927379
_bows2-2882.jpg;33760;0.84095
_bows2-2898.jpg;28343;0.850726
_bows2-293.jpg;45094;0.890349
_bows2-295.jpg;59495;0.94136
_bows2-2998.jpg;25295;0.817446
_bows2-3002.jpg;47203;0.890469
_bows2-3005.jpg;45954;0.870104
_bows2-3036.jpg;18282;0.699816
_bows2-3040.jpg;17915;0.752558
_bows2-3069.jpg;29193;0.951701
_bows2-3071.jpg;39489;0.910447
_bows2-3087.jpg;52837;0.916218
_bows2-3089.jpg;29605;0.93611
_bows2-3123.jpg;30582;0.92896
_bows2-3125.jpg;23517;0.869605
_bows2-3147.jpg;41771;0.957399
_bows2-3177.jpg;29118;0.922295
_bows2-3192.jpg;24798;0.804152
_bows2-3208.jpg;32791;0.902788
_bows2-3245.jpg;60844;0.958519
_bows2-3282.jpg;37764;0.836895
_bows2-3305.jpg;31042;0.859694
_bows2-3326.jpg;38429;0.927426
_bows2-3342.jpg;24811;0.769543
_bows2-3343.jpg;44274;0.924926
_bows2-3411.jpg;55129;0.937755
_bows2-3430.jpg;41667;0.970178
_bows2-348.jpg;37783;0.827559
_bows2-3505.jpg;45618;0.922497
_bows2-3552.jpg;54237;0.882061
_bows2-3559.jpg;42481;0.964824
_bows2-3569.jpg;55396;0.944643
_bows2-3580.jpg;26433;0.797658
_bows2-3604.jpg;45959;0.905378
_bows2-361.jpg;40878;0.805641
_bows2-3635.jpg;50809;0.899087
_bows2-3677.jpg;34810;0.932512
_bows2-3711.jpg;40045;0.926683
_bows2-3730.jpg;40344;0.881637
_bows2-3736.jpg;40280;0.932406
_bows2-3747.jpg;13929;0.908362
_bows2-376.jpg;55624;0.936202
_bows2-3787.jpg;25315;0.716479
_bows2-3825.jpg;42448;0.910525
_bows2-3829.jpg;22426;0.796425
_bows2-3849.jpg;69933;0.966005
_bows2-3861.jpg;27698;0.752527
_bows2-3865.jpg;56287;0.9265
_bows2-3867.jpg;43901;0.927479
_bows2-3888.jpg;30790;0.913364
_bows2-3897.jpg;27564;0.97818
_bows2-3952.jpg;12055;0.559604
_bows2-3977.jpg;33125;0.890711
_bows2-4000.jpg;12371;0.827452
_bows2-4105.jpg;27399;0.938785
_bows2-4121.jpg;52809;0.978054
_bows2-418.jpg;35334;0.865739
_bows2-4203.jpg;85208;0.965284
_bows2-4284.jpg;23874;0.837606
_bows2-4300.jpg;26972;0.85441
_bows2-4327.jpg;49979;0.896907
_bows2-4348.jpg;54371;0.846817
