file;filesize;entropy
_alaska2-00143.jpg;91061;0.916403
_alaska2-00299.jpg;56181;0.910607
_alaska2-00408.jpg;43190;0.907735
_alaska2-00552.jpg;31947;0.922931
_alaska2-00609.jpg;27157;0.877477
_alaska2-00653.jpg;55067;0.946358
_alaska2-00752.jpg;39869;0.911366
_alaska2-00978.jpg;65577;0.934121
_alaska2-01359.jpg;81291;0.935978
_alaska2-01602.jpg;80779;0.930739
_alaska2-01727.jpg;41165;0.775306
_alaska2-01880.jpg;63074;0.950245
_alaska2-01933.jpg;84187;0.953198
_alaska2-01981.jpg;78697;0.921309
_alaska2-02026.jpg;41204;0.81802
_alaska2-02036.jpg;53232;0.929374
_alaska2-02080.jpg;93532;0.91784
_alaska2-02136.jpg;43301;0.920664
_alaska2-02509.jpg;67832;0.850585
_alaska2-02537.jpg;55105;0.845686
_alaska2-02593.jpg;6010;0.584254
_alaska2-02600.jpg;73344;0.92176
_alaska2-02771.jpg;72290;0.89759
_alaska2-03112.jpg;87829;0.934653
_alaska2-03337.jpg;70973;0.921197
_alaska2-03358.jpg;67710;0.962485
_alaska2-03402.jpg;126075;0.886866
_alaska2-03569.jpg;98181;0.967437
_alaska2-03891.jpg;63549;0.952919
_alaska2-04009.jpg;98251;0.918243
_alaska2-04286.jpg;75361;0.897292
_alaska2-04317.jpg;38090;0.903942
_alaska2-04338.jpg;90720;0.940842
_alaska2-04379.jpg;31847;0.870353
_alaska2-04403.jpg;96103;0.914666
_alaska2-04460.jpg;49506;0.820847
_alaska2-04470.jpg;52005;0.952301
_alaska2-04494.jpg;77074;0.947008
_alaska2-04539.jpg;10598;0.851553
_alaska2-04757.jpg;46222;0.812482
_alaska2-04758.jpg;59472;0.825666
_alaska2-04955.jpg;34892;0.898667
_alaska2-04977.jpg;42838;0.931681
_alaska2-05265.jpg;108901;0.937838
_alaska2-05331.jpg;61833;0.917201
_alaska2-05408.jpg;79730;0.906266
_alaska2-05579.jpg;44531;0.930927
_alaska2-05608.jpg;78911;0.962136
_alaska2-05690.jpg;47733;0.942339
_alaska2-05693.jpg;22762;0.831736
_alaska2-05747.jpg;158632;0.934431
_alaska2-05820.jpg;61940;0.803047
_alaska2-05940.jpg;75401;0.943119
_alaska2-06220.jpg;56341;0.925883
_alaska2-06362.jpg;221060;0.877939
_alaska2-06556.jpg;55165;0.913174
_alaska2-06615.jpg;116180;0.909005
_alaska2-06761.jpg;83515;0.922989
_alaska2-07149.jpg;60841;0.93859
_alaska2-07164.jpg;72659;0.923868
_alaska2-07292.jpg;54722;0.855867
_alaska2-07300.jpg;55111;0.912792
_alaska2-07479.jpg;57722;0.918164
_alaska2-07545.jpg;86285;0.891829
_alaska2-07596.jpg;63254;0.92791
_alaska2-07636.jpg;92022;0.945292
_alaska2-07799.jpg;73196;0.865076
_alaska2-07903.jpg;7464;0.708788
_alaska2-07913.jpg;57818;0.827878
_alaska2-08025.jpg;62030;0.813896
_alaska2-08230.jpg;123904;0.909957
_alaska2-08232.jpg;50445;0.888009
_alaska2-08395.jpg;76120;0.926671
_alaska2-08480.jpg;14383;0.864491
_alaska2-08535.jpg;51024;0.880037
_alaska2-08647.jpg;80937;0.93726
_alaska2-08670.jpg;37698;0.888493
_alaska2-08705.jpg;120690;0.946387
_alaska2-08717.jpg;51673;0.921652
_alaska2-08883.jpg;54923;0.918855
_alaska2-08893.jpg;83213;0.930524
_alaska2-08992.jpg;37110;0.900701
_alaska2-09049.jpg;87063;0.949829
_alaska2-09363.jpg;74341;0.922894
_alaska2-09657.jpg;94968;0.922355
_alaska2-09745.jpg;119483;0.984664
_alaska2-09861.jpg;85254;0.948721
_alaska2-09879.jpg;45694;0.798461
_alaska2-09949.jpg;76245;0.895416
_alaska2-09971.jpg;103984;0.961426
_alaska2-09976.jpg;38886;0.860747
_alaska2-10081.jpg;42501;0.839411
_alaska2-10111.jpg;36886;0.845926
_alaska2-10113.jpg;42702;0.883876
_alaska2-10242.jpg;121078;0.901935
_alaska2-10918.jpg;52456;0.916587
_alaska2-11211.jpg;36327;0.891792
_alaska2-11284.jpg;79616;0.8915
_alaska2-11314.jpg;29442;0.829466
_alaska2-11337.jpg;38213;0.928334
_alaska2-11601.jpg;58377;0.926595
_alaska2-11605.jpg;168632;0.914271
_alaska2-11617.jpg;68083;0.940996
_alaska2-12186.jpg;77082;0.92238
_alaska2-12225.jpg;87789;0.91235
_alaska2-12269.jpg;30722;0.898063
_alaska2-12333.jpg;52033;0.862817
_alaska2-12669.jpg;89508;0.893757
_alaska2-13009.jpg;22556;0.92139
_alaska2-13011.jpg;30795;0.909787
_alaska2-13106.jpg;33220;0.897856
_alaska2-13236.jpg;65186;0.786649
_alaska2-13308.jpg;40761;0.947375
_alaska2-13415.jpg;104278;0.932584
_alaska2-13702.jpg;76574;0.851246
_alaska2-13837.jpg;58865;0.960333
_alaska2-13966.jpg;26934;0.959669
_alaska2-14384.jpg;77017;0.939801
_alaska2-14485.jpg;85898;0.943848
_alaska2-14668.jpg;63365;0.852217
_alaska2-14681.jpg;56038;0.844098
_alaska2-14976.jpg;62755;0.926878
_alaska2-14982.jpg;71696;0.874876
_alaska2-15018.jpg;60246;0.936709
_alaska2-15128.jpg;67926;0.908176
_alaska2-15333.jpg;65830;0.893211
_alaska2-15342.jpg;47859;0.935286
_alaska2-15432.jpg;93080;0.939233
_alaska2-15490.jpg;56914;0.886209
_alaska2-15575.jpg;59585;0.929125
_alaska2-15617.jpg;46203;0.949386
_alaska2-15660.jpg;65051;0.943211
_alaska2-15717.jpg;27929;0.929432
_alaska2-15779.jpg;42734;0.885477
_alaska2-15832.jpg;110752;0.922623
_alaska2-15869.jpg;19957;0.89629
_alaska2-16000.jpg;157098;0.913363
_alaska2-16114.jpg;130617;0.911814
_alaska2-16159.jpg;157454;0.94523
_alaska2-16541.jpg;38158;0.880231
_alaska2-16609.jpg;58754;0.892629
_alaska2-16666.jpg;21004;0.902717
_alaska2-16921.jpg;82894;0.923876
_alaska2-17130.jpg;44342;0.903062
_alaska2-17140.jpg;206402;0.914681
_alaska2-17539.jpg;55140;0.901698
_alaska2-17575.jpg;57352;0.968622
_alaska2-17916.jpg;41594;0.790144
_alaska2-18081.jpg;52618;0.891113
_alaska2-18364.jpg;76291;0.926417
_alaska2-18592.jpg;39996;0.810132
_alaska2-18783.jpg;95555;0.966688
_alaska2-18793.jpg;103909;0.921455
_alaska2-18901.jpg;75757;0.96071
_alaska2-18968.jpg;62574;0.964049
_alaska2-19358.jpg;35075;0.924521
_alaska2-19470.jpg;170780;0.931937
_alaska2-19479.jpg;84646;0.921575
_alaska2-19484.jpg;115305;0.952422
_alaska2-19504.jpg;75748;0.917008
_alaska2-19639.jpg;26953;0.907435
_alaska2-19671.jpg;27212;0.798802
_alaska2-19700.jpg;41582;0.842781
_alaska2-19749.jpg;127319;0.944841
_alaska2-19914.jpg;62849;0.854027
_alaska2-20243.jpg;36971;0.911621
_alaska2-20392.jpg;67907;0.851541
_alaska2-20567.jpg;46142;0.927753
_alaska2-20612.jpg;41889;0.929577
_alaska2-20678.jpg;22114;0.931153
_alaska2-20865.jpg;71172;0.943563
_alaska2-21182.jpg;93654;0.945826
_alaska2-21208.jpg;45566;0.926047
_alaska2-21244.jpg;43542;0.898651
_alaska2-21286.jpg;74928;0.834472
_alaska2-21354.jpg;58084;0.924794
_alaska2-21502.jpg;81441;0.947575
_alaska2-21770.jpg;28655;0.906073
_alaska2-21834.jpg;63350;0.906403
_alaska2-21927.jpg;20255;0.800305
_alaska2-21968.jpg;56088;0.851583
_alaska2-22000.jpg;54742;0.871522
_alaska2-22137.jpg;122972;0.962863
_alaska2-22200.jpg;69615;0.891111
_alaska2-22230.jpg;39990;0.832969
_alaska2-22516.jpg;48146;0.961864
_alaska2-22642.jpg;44609;0.948807
_alaska2-22705.jpg;35318;0.89602
_alaska2-22706.jpg;67231;0.91003
_alaska2-22727.jpg;55363;0.864125
_alaska2-22815.jpg;63555;0.978679
_alaska2-22843.jpg;64004;0.909703
_alaska2-23023.jpg;38774;0.886765
_alaska2-23166.jpg;69853;0.939902
_alaska2-23239.jpg;96867;0.894116
_alaska2-23284.jpg;81472;0.909975
_alaska2-23303.jpg;22432;0.899283
_alaska2-23390.jpg;63149;0.939599
_alaska2-23512.jpg;80751;0.847626
_alaska2-23663.jpg;99334;0.842023
_alaska2-23722.jpg;51110;0.850385
_alaska2-23770.jpg;23834;0.865049
_alaska2-23995.jpg;68268;0.728864
_alaska2-24013.jpg;25193;0.913965
_alaska2-24108.jpg;34376;0.87594
_alaska2-24126.jpg;29216;0.88739
_alaska2-24649.jpg;52381;0.908519
_alaska2-24789.jpg;32104;0.808879
_alaska2-24897.jpg;73091;0.959969
_alaska2-25022.jpg;31422;0.925557
_alaska2-25082.jpg;36476;0.872966
_alaska2-25083.jpg;34031;0.80347
_alaska2-25243.jpg;59884;0.896414
_alaska2-25289.jpg;83111;0.91008
_alaska2-25774.jpg;71543;0.92875
_alaska2-26022.jpg;108546;0.898099
_alaska2-26044.jpg;67203;0.927577
_alaska2-26160.jpg;24737;0.892242
_alaska2-26245.jpg;91376;0.952116
_alaska2-26379.jpg;89245;0.92757
_alaska2-26408.jpg;36333;0.690483
_alaska2-26409.jpg;55040;0.731372
_alaska2-26480.jpg;52041;0.867907
_alaska2-26562.jpg;52062;0.814296
_alaska2-26584.jpg;42115;0.897006
_alaska2-26606.jpg;62482;0.868091
_alaska2-26700.jpg;76753;0.914306
_alaska2-26771.jpg;92208;0.906418
_alaska2-26827.jpg;53104;0.820627
_alaska2-26848.jpg;34101;0.841735
_alaska2-26873.jpg;70742;0.946212
_alaska2-26906.jpg;47793;0.896199
_alaska2-26982.jpg;85810;0.933795
_alaska2-27052.jpg;54405;0.769677
_alaska2-27055.jpg;63032;0.906204
_alaska2-27175.jpg;84599;0.7844
_alaska2-27291.jpg;36660;0.895051
_alaska2-27347.jpg;21472;0.847079
_alaska2-27469.jpg;59976;0.905033
_alaska2-27531.jpg;127908;0.950202
_alaska2-27533.jpg;49860;0.929096
_alaska2-27549.jpg;48031;0.932879
_alaska2-27561.jpg;51175;0.846327
_alaska2-27629.jpg;97157;0.886562
_alaska2-27675.jpg;76242;0.937153
_alaska2-27723.jpg;54240;0.915335
_alaska2-27761.jpg;44460;0.885093
_alaska2-27782.jpg;19985;0.729711
_alaska2-27845.jpg;58408;0.936533
_alaska2-27873.jpg;78051;0.773493
_alaska2-28101.jpg;87144;0.942869
_alaska2-28114.jpg;76553;0.887989
_alaska2-28150.jpg;50277;0.873472
_alaska2-28478.jpg;38707;0.74047
_alaska2-28576.jpg;42824;0.868805
_alaska2-28692.jpg;56655;0.881223
_alaska2-28780.jpg;65539;0.803463
_alaska2-28877.jpg;82654;0.922673
_alaska2-28974.jpg;60703;0.902959
_alaska2-28996.jpg;74359;0.917543
_alaska2-29509.jpg;59663;0.861861
_alaska2-29736.jpg;68327;0.926613
_alaska2-29738.jpg;36640;0.924604
_alaska2-29778.jpg;48767;0.941109
_alaska2-30282.jpg;64683;0.870256
_alaska2-30363.jpg;60440;0.951169
_alaska2-30703.jpg;76085;0.889751
_alaska2-30897.jpg;105775;0.892764
_alaska2-30966.jpg;26077;0.841744
_alaska2-31067.jpg;26730;0.809762
_alaska2-31096.jpg;137212;0.933774
_alaska2-31147.jpg;50846;0.943941
_alaska2-31160.jpg;41663;0.869397
_alaska2-31205.jpg;43330;0.864127
_alaska2-31242.jpg;35704;0.781477
_alaska2-31261.jpg;73543;0.942057
_alaska2-31494.jpg;14996;0.885173
_alaska2-31842.jpg;95096;0.941501
_alaska2-31983.jpg;101862;0.943647
_alaska2-32405.jpg;100521;0.868043
_alaska2-32573.jpg;110150;0.923857
_alaska2-32594.jpg;19300;0.819662
_alaska2-32776.jpg;40118;0.874677
_alaska2-32879.jpg;72347;0.923604
_alaska2-32967.jpg;124696;0.942612
_alaska2-33361.jpg;42937;0.877979
_alaska2-33362.jpg;50658;0.922467
_alaska2-33483.jpg;68339;0.871983
_alaska2-33527.jpg;54448;0.960207
_alaska2-33528.jpg;26528;0.801218
_alaska2-33543.jpg;40905;0.918597
_alaska2-33665.jpg;77052;0.813385
_alaska2-33693.jpg;66361;0.789115
_alaska2-33827.jpg;46365;0.908049
_alaska2-33838.jpg;25153;0.871551
_alaska2-33940.jpg;60640;0.891906
_alaska2-34228.jpg;26961;0.807009
_alaska2-34306.jpg;87345;0.908341
_alaska2-34631.jpg;60457;0.867513
_alaska2-34735.jpg;37894;0.957785
_alaska2-34767.jpg;86022;0.921155
_alaska2-34775.jpg;31887;0.886227
_alaska2-34803.jpg;146242;0.904974
_alaska2-35096.jpg;99656;0.956208
_alaska2-35146.jpg;105417;0.927456
_alaska2-35168.jpg;28932;0.750356
_alaska2-35318.jpg;83086;0.893751
_alaska2-35407.jpg;29711;0.87546
_alaska2-35501.jpg;107416;0.937938
_alaska2-35772.jpg;80632;0.887624
_alaska2-36267.jpg;35350;0.881306
_alaska2-36422.jpg;81516;0.945177
_alaska2-36478.jpg;23011;0.903621
_alaska2-36652.jpg;196501;0.937657
_alaska2-36786.jpg;51412;0.908224
_alaska2-36806.jpg;51853;0.951278
_alaska2-36828.jpg;57736;0.879128
_alaska2-37186.jpg;216607;0.916313
_alaska2-37460.jpg;82142;0.924344
_alaska2-37509.jpg;25676;0.91002
_alaska2-37512.jpg;30282;0.771051
_alaska2-37545.jpg;92683;0.926114
_alaska2-37593.jpg;57909;0.890139
_alaska2-37650.jpg;37010;0.856501
_alaska2-37712.jpg;34728;0.873581
_alaska2-37867.jpg;36061;0.853849
_alaska2-37956.jpg;62112;0.917123
_alaska2-37987.jpg;84544;0.921215
_alaska2-38164.jpg;23187;0.866841
_alaska2-38231.jpg;6046;0.970407
_alaska2-38261.jpg;29411;0.77883
_alaska2-38420.jpg;37036;0.950565
_alaska2-38499.jpg;46115;0.959522
_alaska2-38563.jpg;75494;0.904792
_alaska2-38588.jpg;75783;0.851593
_alaska2-38866.jpg;103316;0.952756
_alaska2-39088.jpg;48103;0.949501
_alaska2-39120.jpg;35295;0.910774
_alaska2-39166.jpg;51607;0.895869
_alaska2-39235.jpg;43871;0.941223
_alaska2-39304.jpg;43879;0.901123
_alaska2-39527.jpg;20536;0.858608
_alaska2-39530.jpg;86153;0.952856
_alaska2-39558.jpg;20476;0.940889
_alaska2-39610.jpg;118200;0.872201
_alaska2-39664.jpg;48952;0.842635
_alaska2-39817.jpg;61304;0.911251
_alaska2-39839.jpg;50311;0.818139
_alaska2-39944.jpg;73035;0.871722
_alaska2-40693.jpg;44796;0.830628
_alaska2-40709.jpg;58364;0.778712
_alaska2-41073.jpg;53846;0.887183
_alaska2-41186.jpg;60333;0.871074
_alaska2-41458.jpg;79567;0.89093
_alaska2-41513.jpg;46768;0.863479
_alaska2-41641.jpg;19080;0.926899
_alaska2-41821.jpg;104711;0.888064
_alaska2-41882.jpg;46745;0.901916
_alaska2-42096.jpg;98597;0.907976
_alaska2-42203.jpg;76316;0.889286
_alaska2-42227.jpg;124303;0.954573
_alaska2-42309.jpg;85258;0.927509
_alaska2-42339.jpg;50139;0.934642
_alaska2-42404.jpg;77354;0.920511
_alaska2-42460.jpg;119215;0.890715
_alaska2-42647.jpg;90206;0.961067
_alaska2-42772.jpg;80078;0.919368
_alaska2-43216.jpg;42633;0.681097
_alaska2-43320.jpg;66549;0.876656
_alaska2-43595.jpg;43910;0.871671
_alaska2-43597.jpg;92160;0.876971
_alaska2-43751.jpg;76426;0.925657
_alaska2-44016.jpg;33415;0.816547
_alaska2-44144.jpg;26370;0.87864
_alaska2-44270.jpg;16843;0.615842
_alaska2-44413.jpg;59348;0.85574
_alaska2-44698.jpg;28098;0.929926
_alaska2-44753.jpg;62855;0.901813
_alaska2-44912.jpg;26322;0.810328
_alaska2-44933.jpg;80724;0.908913
_alaska2-44973.jpg;53103;0.894667
_alaska2-45231.jpg;22210;0.833146
_alaska2-45591.jpg;54741;0.93554
_alaska2-45684.jpg;81186;0.965901
_alaska2-46006.jpg;42892;0.89901
_alaska2-46070.jpg;36287;0.929026
_alaska2-46165.jpg;37349;0.943623
_alaska2-46177.jpg;55283;0.817435
_alaska2-46373.jpg;64295;0.876951
_alaska2-46411.jpg;56327;0.895232
_alaska2-46640.jpg;82277;0.905838
_alaska2-47124.jpg;56390;0.921139
_alaska2-47353.jpg;48864;0.938106
_alaska2-47645.jpg;84177;0.89103
_alaska2-47985.jpg;72024;0.907349
_alaska2-48039.jpg;32428;0.745565
_alaska2-48088.jpg;74310;0.900467
_alaska2-48137.jpg;49555;0.948633
_alaska2-48292.jpg;34963;0.924053
_alaska2-48345.jpg;43743;0.839722
_alaska2-48362.jpg;57415;0.912468
_alaska2-48367.jpg;43901;0.876843
_alaska2-48438.jpg;43406;0.848627
_alaska2-48549.jpg;21688;0.817597
_alaska2-48627.jpg;77900;0.940778
_alaska2-49088.jpg;28558;0.945083
_alaska2-49152.jpg;37865;0.77346
_alaska2-49228.jpg;56281;0.927469
_alaska2-49230.jpg;39224;0.832133
_alaska2-49366.jpg;55479;0.895242
_alaska2-49443.jpg;29606;0.705692
_alaska2-49541.jpg;26479;0.804743
_alaska2-49593.jpg;50299;0.880305
_alaska2-49600.jpg;42218;0.903787
_alaska2-49658.jpg;138605;0.929844
_alaska2-49775.jpg;52772;0.893283
_alaska2-49818.jpg;72993;0.909729
_alaska2-50047.jpg;45627;0.867387
_alaska2-50431.jpg;21314;0.790241
_alaska2-50544.jpg;54761;0.88679
_alaska2-50836.jpg;51355;0.814943
_alaska2-51035.jpg;46359;0.852825
_alaska2-51236.jpg;98400;0.885469
_alaska2-51348.jpg;43692;0.855536
_alaska2-51624.jpg;53326;0.932707
_alaska2-51679.jpg;59992;0.953909
_alaska2-51893.jpg;40816;0.917391
_alaska2-52006.jpg;63642;0.935574
_alaska2-52075.jpg;56615;0.940074
_alaska2-52328.jpg;63847;0.970762
_alaska2-52525.jpg;63227;0.949341
_alaska2-52538.jpg;100972;0.87712
_alaska2-52661.jpg;77215;0.887084
_alaska2-52681.jpg;72279;0.910897
_alaska2-52776.jpg;37054;0.893354
_alaska2-52983.jpg;79340;0.936027
_alaska2-53162.jpg;50349;0.939044
_alaska2-53248.jpg;30656;0.922369
_alaska2-53394.jpg;45842;0.869236
_alaska2-53489.jpg;57467;0.84107
_alaska2-53615.jpg;69425;0.931842
_alaska2-53722.jpg;44014;0.762489
_alaska2-53802.jpg;60114;0.890507
_alaska2-54003.jpg;64785;0.944852
_alaska2-54243.jpg;90881;0.929801
_alaska2-54248.jpg;77379;0.931562
_alaska2-54432.jpg;68951;0.947045
_alaska2-54518.jpg;107924;0.941743
_alaska2-54603.jpg;97692;0.905587
_alaska2-54666.jpg;88833;0.907972
_alaska2-54773.jpg;116299;0.927126
_alaska2-54808.jpg;92529;0.930416
_alaska2-54872.jpg;70493;0.911703
_alaska2-55036.jpg;66583;0.883827
_alaska2-55125.jpg;54800;0.94841
_alaska2-55135.jpg;32072;0.783486
_alaska2-55188.jpg;59485;0.944785
_alaska2-55328.jpg;29628;0.881786
_alaska2-55876.jpg;71332;0.904167
_alaska2-55966.jpg;130538;0.958906
_alaska2-56063.jpg;91089;0.959938
_alaska2-56440.jpg;37330;0.929317
_alaska2-56442.jpg;63172;0.887069
_alaska2-56502.jpg;70688;0.839815
_alaska2-56564.jpg;23434;0.774061
_alaska2-56710.jpg;31002;0.924909
_alaska2-56854.jpg;46986;0.853871
_alaska2-56934.jpg;19373;0.845123
_alaska2-57203.jpg;62034;0.92013
_alaska2-57558.jpg;91039;0.900503
_alaska2-57723.jpg;31132;0.839521
_alaska2-57768.jpg;33865;0.910199
_alaska2-57990.jpg;77389;0.939482
_alaska2-58036.jpg;45754;0.728495
_alaska2-58100.jpg;54713;0.878404
_alaska2-58112.jpg;18819;0.911199
_alaska2-58156.jpg;37980;0.905604
_alaska2-58566.jpg;23048;0.796044
_alaska2-58871.jpg;126667;0.918622
_alaska2-59065.jpg;35084;0.907847
_alaska2-59261.jpg;65503;0.883225
_alaska2-59400.jpg;44367;0.832547
_alaska2-59635.jpg;105103;0.945212
_alaska2-59662.jpg;42994;0.867381
_alaska2-59765.jpg;13779;0.899411
