cover file;cover sha1;stego file;stego sha1;stego tool;stego embed;stego key;embed hash;embed hash out;stego file content;extracted data;stegdetect;stegbreak;stegoveritas/diff red_plane;stegoveritas/diff green_plane;stegoveritas/diff blue_plane;stegoveritas/diff Edge-enhance;stegoveritas/diff Edge-enhance_More;stegoveritas/diff Find_Edges;stegoveritas/diff GaussianBlur;stegoveritas/diff inverted;stegoveritas/diff Max;stegoveritas/diff Median;stegoveritas/diff Min;stegoveritas/diff Mode;stegoveritas/diff Sharpen;stegoveritas/diff Smooth;file/data type;exiftool/file size;exiftool/camera;exiftool/mime type;exiftool/jfif version;exiftool/encoding;exiftool/color components;exiftool/resolution;exiftool/megapixels;binwalk/data type;binwalk/jfif version;strings/header;foremost/extracted data length;foremost/extracted data hash;imagemagick/diff image;imagemagick/format;imagemagick/min;imagemagick/max;imagemagick/mean;imagemagick/standard deviation;imagemagick/kurtosis;imagemagick/skewness;imagemagick/entropy
/data/coverData/_alaska2-37545.jpg;e8fa684e15aaf50e807bcde7c3eec77bcd9170fb;/data/out-stego-attrib/_alaska2-37545/original.jpg;e8fa684e15aaf50e807bcde7c3eec77bcd9170fb;-;-;-;-;-;ok;ok;negative;-;255 (1);255 (1);255 (1);255 (1);255 (1);255 (1);255 (1);255 (1);255 (1);255 (1);255 (1);255 (1);255 (1);255 (1);JPEG image data;128 kB;;image/jpeg;1.01;Baseline DCT/ Huffman coding;3;512x512;0.262;JPEG image data;JFIF standard 1.01;JFIF $3br %&'()*456789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz  #3R &'()*56789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz !_.= rMN  k%c- QZr^l ;128 KB (131543 bytes);e8fa684e15aaf50e807bcde7c3eec77bcd9170fb;255 (1);JPEG (Joint Photographic Experts Group JFIF format);0 (0);255 (1);103.393 (0.405464);47.7758 (0.187356);0.964834;0.994365;0.925296
/data/coverData/_alaska2-37545.jpg;e8fa684e15aaf50e807bcde7c3eec77bcd9170fb;/data/out-stego-attrib/_alaska2-37545/jsteg/shortEbd-noKey.jpg;f2757e1e04782e71fdd6cba5f8758bf164d84b16;jsteg;shortEbd;noKey;7648cf24a314672c5e708249f170706324d060e7;7648cf24a314672c5e708249f170706324d060e7;ok;ok;negative;stegbreak-fix: break_jsteg_prepare: bad size in bits 55139 Processed 0 files found 0 embeddings. Time: 0 seconds: Cracks: 0 -nan c/s;18.0649 (0.0708427);26.5064 (0.103947);17.9414 (0.0703583);4.3083 (0.0168953);13.8831 (0.0544434);61.2082 (0.240032);8.22069 (0.032238);2.0097 (0.00788116);1.21983 (0.00478363);1.71398 (0.0067215);1.11866 (0.0043869);1.51554 (0.0059433);0.855045 (0.00335312);1.56515 (0.00613785);JPEG image data;51 kB;;image/jpeg;;Baseline DCT/ Huffman coding;3;512x512;0.262;;; $.' " # (7) 01444 '9=82<.342 !22222222222222222222222222222222222222222222222222 $3br %&'()*456789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz  #3R &'()*56789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz x['ou ;50 KB (52183 bytes);-;2.68911 (0.0105455);JPEG (Joint Photographic Experts Group JFIF format);0 (0);255 (1);103.483 (0.405814);47.3014 (0.185495);0.98716;0.971063;0.927629
/data/coverData/_alaska2-37545.jpg;e8fa684e15aaf50e807bcde7c3eec77bcd9170fb;/data/out-stego-attrib/_alaska2-37545/jsteg/middleEbd-noKey.jpg;04fd72a7acb99799256e577ef9a0b8428fc18a69;jsteg;middleEbd;noKey;787820e2c9c728e307b925648eacd22d85acdc36;787820e2c9c728e307b925648eacd22d85acdc36;ok;ok;negative;stegbreak-fix: break_jsteg_prepare: bad size in bits 55139 Processed 0 files found 0 embeddings. Time: 0 seconds: Cracks: 0 -nan c/s;17.6388 (0.0691719);25.9461 (0.101749);17.8538 (0.070015);4.32289 (0.0169525);13.8869 (0.0544586);61.0954 (0.23959);7.74988 (0.0303917);1.98635 (0.00778961);1.21107 (0.0047493);1.68383 (0.00660324);1.1245 (0.00440979);1.499 (0.00587845);0.852127 (0.00334167);1.52916 (0.0059967);JPEG image data;51 kB;;image/jpeg;;Baseline DCT/ Huffman coding;3;512x512;0.262;;; $.' " # (7) 01444 '9=82<.342 !22222222222222222222222222222222222222222222222222 $3br %&'()*456789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz  #3R &'()*56789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz h['gt ;50 KB (52193 bytes);-;2.66111 (0.0104357);JPEG (Joint Photographic Experts Group JFIF format);0 (0);255 (1);103.483 (0.405817);47.3383 (0.18564);0.985153;0.970783;0.927859
/data/coverData/_alaska2-37545.jpg;e8fa684e15aaf50e807bcde7c3eec77bcd9170fb;/data/out-stego-attrib/_alaska2-37545/jsteg/longEbd-noKey.jpg;e7d2c62ef3b806a4947719ee5af404f0db835ec5;jsteg;longEbd;noKey;ce3a186609bceb6c79a9184dcdcc3e7851fdebde;da39a3ee5e6b4b0d3255bfef95601890afd80709;ok;empty;negative;Premature end of JPEG file stegbreak-fix: break_jsteg_prepare: bad size in bits 51978 Processed 0 files found 0 embeddings. Time: 0 seconds: Cracks: 0 -nan c/s;-;-;-;-;-;-;-;-;-;-;-;-;-;-;JPEG image data;48 kB;;image/jpeg;;Baseline DCT/ Huffman coding;3;512x512;0.262;;; $.' " # (7) 01444 '9=82<.342 !22222222222222222222222222222222222222222222222222 $3br %&'()*456789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz  #3R &'()*56789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz 1!GDZ ;48 KB (49152 bytes);-;2.33774 (0.00916762);JPEG (Joint Photographic Experts Group JFIF format);0 (0);255 (1);107.016 (0.419672);46.5259 (0.182455);0.869269;0.808938;0.904825
/data/coverData/_alaska2-37545.jpg;e8fa684e15aaf50e807bcde7c3eec77bcd9170fb;/data/out-stego-attrib/_alaska2-37545/jsteg/lowEntropyEbd-noKey.jpg;21bb7652bd49d86ccf2c26c0b34a8543701c4a72;jsteg;lowEntropyEbd;noKey;6b07672d0c71136de528fb719c6768784ebe5879;da39a3ee5e6b4b0d3255bfef95601890afd80709;ok;empty;negative;Premature end of JPEG file stegbreak-fix: break_jsteg_prepare: bad size in bits 52080 Processed 0 files found 0 embeddings. Time: 0 seconds: Cracks: 0 -nan c/s;-;-;-;-;-;-;-;-;-;-;-;-;-;-;JPEG image data;48 kB;;image/jpeg;;Baseline DCT/ Huffman coding;3;512x512;0.262;;; $.' " # (7) 01444 '9=82<.342 !22222222222222222222222222222222222222222222222222 $3br %&'()*456789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz  #3R &'()*56789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz h['ou ;48 KB (49152 bytes);-;2.36768 (0.00928503);JPEG (Joint Photographic Experts Group JFIF format);0 (0);255 (1);106.959 (0.419447);46.3695 (0.181841);0.886063;0.813681;0.905975
/data/coverData/_alaska2-37545.jpg;e8fa684e15aaf50e807bcde7c3eec77bcd9170fb;/data/out-stego-attrib/_alaska2-37545/jsteg/binaryEbd-noKey.jpg;2e97ad3941fd20995bdfcf4f22c2c8f7f8c11fa6;jsteg;binaryEbd;noKey;21ed4cf4f811051407d1db438a3501932801d069;da39a3ee5e6b4b0d3255bfef95601890afd80709;ok;empty;negative;Premature end of JPEG file stegbreak-fix: break_jsteg_prepare: bad size in bits 51911 Processed 0 files found 0 embeddings. Time: 0 seconds: Cracks: 0 -nan c/s;-;-;-;-;-;-;-;-;-;-;-;-;-;-;JPEG image data;48 kB;;image/jpeg;;Baseline DCT/ Huffman coding;3;512x512;0.262;;; $.' " # (7) 01444 '9=82<.342 !22222222222222222222222222222222222222222222222222 $3br %&'()*456789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz  #3R &'()*56789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz h_'gu ;48 KB (49152 bytes);-;2.39909 (0.00940818);JPEG (Joint Photographic Experts Group JFIF format);0 (0);255 (1);106.97 (0.419489);46.1846 (0.181116);0.902236;0.820004;0.905638
/data/coverData/_alaska2-37545.jpg;e8fa684e15aaf50e807bcde7c3eec77bcd9170fb;/data/out-stego-attrib/_alaska2-37545/outguess/shortEbd-noKey.jpg;777d93b8331554bae229237dfbaf3e819d5d7aaf;outguess;shortEbd;noKey;7648cf24a314672c5e708249f170706324d060e7;7648cf24a314672c5e708249f170706324d060e7;ok;ok;negative;Loaded 1 files...;18.1408 (0.0711403);26.3644 (0.10339);17.6505 (0.0692177);4.23923 (0.0166245);13.8578 (0.0543442);61.2199 (0.240078);8.41135 (0.0329857);1.98149 (0.00777054);1.19064 (0.00466919);1.73344 (0.00679779);1.1245 (0.00440979);1.47469 (0.00578308);0.83559 (0.00327682);1.57293 (0.00616837);JPEG image data;51 kB;;image/jpeg;1.01;Baseline DCT/ Huffman coding;3;512x512;0.262;JPEG image data;JFIF standard 1.01;JFIF  $.' " # (7) 01444 '9=82<.342 !22222222222222222222222222222222222222222222222222 $3br %&'()*456789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz  #3R &'()*56789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz ;50 KB (52219 bytes);777d93b8331554bae229237dfbaf3e819d5d7aaf;2.61094 (0.010239);JPEG (Joint Photographic Experts Group JFIF format);0 (0);255 (1);103.39 (0.405452);47.2997 (0.185489);0.990926;0.970636;0.927303
/data/coverData/_alaska2-37545.jpg;e8fa684e15aaf50e807bcde7c3eec77bcd9170fb;/data/out-stego-attrib/_alaska2-37545/outguess/middleEbd-noKey.jpg;4a744cb0d8da9d1d64a6516afdfa6e9f71befff4;outguess;middleEbd;noKey;787820e2c9c728e307b925648eacd22d85acdc36;787820e2c9c728e307b925648eacd22d85acdc36;ok;ok;negative;Loaded 1 files...;17.3869 (0.0681839);24.9043 (0.0976639);16.9093 (0.0663109);4.30149 (0.0168686);13.8334 (0.0542488);60.6392 (0.237801);5.66917 (0.0222321);1.8774 (0.00736237);1.1566 (0.00453568);1.61282 (0.00632477);1.09531 (0.00429535);1.47274 (0.00577545);0.887146 (0.003479);1.37157 (0.00537872);JPEG image data;51 kB;;image/jpeg;1.01;Baseline DCT/ Huffman coding;3;512x512;0.262;JPEG image data;JFIF standard 1.01;JFIF  $.' " # (7) 01444 '9=82<.342 !22222222222222222222222222222222222222222222222222 $3br %&'()*456789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz  #3R &'()*56789:CDEFGHIJSTUVWXYZcdefghijstuvwxyz ;51 KB (52369 bytes);4a744cb0d8da9d1d64a6516afdfa6e9f71befff4;2.39822 (0.00940477);JPEG (Joint Photographic Experts Group JFIF format);0 (0);255 (1);103.379 (0.405409);47.3464 (0.185672);0.989391;0.967689;0.927318
/data/coverData/_alaska2-37545.jpg;e8fa684e15aaf50e807bcde7c3eec77bcd9170fb;/data/out-stego-attrib/_alaska2-37545/outguess/longEbd-noKey.jpg;da39a3ee5e6b4b0d3255bfef95601890afd80709;outguess;longEbd;noKey;ce3a186609bceb6c79a9184dcdcc3e7851fdebde;da39a3ee5e6b4b0d3255bfef95601890afd80709;empty;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
/data/coverData/_alaska2-37545.jpg;e8fa684e15aaf50e807bcde7c3eec77bcd9170fb;/data/out-stego-attrib/_alaska2-37545/outguess/lowEntropyEbd-noKey.jpg;da39a3ee5e6b4b0d3255bfef95601890afd80709;outguess;lowEntropyEbd;noKey;6b07672d0c71136de528fb719c6768784ebe5879;da39a3ee5e6b4b0d3255bfef95601890afd80709;empty;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
